Series,Time,Value
Load,2021-06-04T06:00:00+07:00,305,0783634185791
Load,2021-06-04T07:00:00+07:00,265,4300842285156
Load,2021-06-04T08:00:00+07:00,255,3231964111328
Load,2021-06-04T09:00:00+07:00,239,10873413085938
Load,2021-06-04T10:00:00+07:00,216,58989715576172
Load,2021-06-04T11:00:00+07:00,206,08956909179688
Load,2021-06-04T12:00:00+07:00,212,3633270263672
Load,2021-06-04T13:00:00+07:00,222,1526107788086
Load,2021-06-04T14:00:00+07:00,236,54655075073242
Load,2021-06-04T15:00:00+07:00,264,78739833831787
Load,2021-06-04T16:00:00+07:00,439,36197662353516
Load,2021-06-04T17:00:00+07:00,448,3352279663086
Load,2021-06-04T18:00:00+07:00,414,7037582397461
Load,2021-06-04T19:00:00+07:00,381,4415622651577
Load,2021-06-04T20:00:00+07:00,347,37330390512943
Load,2021-06-04T21:00:00+07:00,310,37273965775967
Load,2021-06-04T22:00:00+07:00,287,3682767301798
Load,2021-06-04T23:00:00+07:00,273,3693327456713
Load,2021-06-05T00:00:00+07:00,269,3703259676695
Load,2021-06-05T01:00:00+07:00,265,3703259676695
Load,2021-06-05T02:00:00+07:00,266,3706310838461
Load,2021-06-05T03:00:00+07:00,275,37135948240757
Load,2021-06-05T04:00:00+07:00,311,38319323956966
Load,2021-06-05T05:00:00+07:00,322,0904712677002
Load,2021-06-05T06:00:00+07:00,294,5097198486328
Load,2021-06-05T07:00:00+07:00,266,3866729736328
Load,2021-06-05T08:00:00+07:00,258,84867095947266
Load,2021-06-05T09:00:00+07:00,242,2671890258789
Load,2021-06-05T10:00:00+07:00,232,60614013671875
Load,2021-06-05T11:00:00+07:00,219,45967864990234
Load,2021-06-05T12:00:00+07:00,212,3989028930664
Load,2021-06-05T13:00:00+07:00,219,60308074951172
Load,2021-06-05T14:00:00+07:00,229,48681259155273
Load,2021-06-05T15:00:00+07:00,251,6962022781372
Load,2021-06-05T16:00:00+07:00,429,4541072845459
Load,2021-06-05T17:00:00+07:00,445,74514961242676
Load,2021-06-05T18:00:00+07:00,405,85817217826843
Load,2021-06-05T19:00:00+07:00,391,33522975444794
Load,2021-06-05T20:00:00+07:00,356,5579124689102
Load,2021-06-05T21:00:00+07:00,313,5886373883113
Load,2021-06-05T22:00:00+07:00,289,5919180875644
Load,2021-06-05T23:00:00+07:00,278,59647295530885
Load,2021-06-06T00:00:00+07:00,273,5987776881084
Load,2021-06-06T01:00:00+07:00,268,59803656395525
Load,2021-06-06T02:00:00+07:00,264,59829191025347
Load,2021-06-06T03:00:00+07:00,282,59891489800066
Load,2021-06-06T04:00:00+07:00,329,61139372643083
Load,2021-06-06T05:00:00+07:00,330,8118586540222
Load,2021-06-06T06:00:00+07:00,268,2714605331421
Load,2021-06-06T07:00:00+07:00,251,34849548339844
Load,2021-06-06T08:00:00+07:00,255,3948211669922
Load,2021-06-06T09:00:00+07:00,230
Load,2021-06-06T10:00:00+07:00,-0,8709436058998108
Load,2021-06-06T11:00:00+07:00,217,33257293701172
Load,2021-06-06T12:00:00+07:00,207,12063598632812
Load,2021-06-06T13:00:00+07:00,214,94908142089844
Load,2021-06-06T14:00:00+07:00,237,69064331054688
Load,2021-06-06T15:00:00+07:00,266,4022397994995
Load,2021-06-06T16:00:00+07:00,425,96739959716797
Load,2021-06-06T17:00:00+07:00,441,25580978393555
Load,2021-06-06T18:00:00+07:00,416,06812953948975
Load,2021-06-06T19:00:00+07:00,377,3452107012272
Load,2021-06-06T20:00:00+07:00,340,343816280365
Load,2021-06-06T21:00:00+07:00,313,34476098418236
Load,2021-06-06T22:00:00+07:00,283,34476098418236
Load,2021-06-06T23:00:00+07:00,268,3446111381054
Load,2021-06-07T00:00:00+07:00,265,34617242217064
Load,2021-06-07T01:00:00+07:00,259,3454312980175
Load,2021-06-07T02:00:00+07:00,258,3454312980175
Load,2021-06-07T03:00:00+07:00,274,3448638319969
Load,2021-06-07T04:00:00+07:00,330,35687497258186
Load,2021-06-07T05:00:00+07:00,319,43953037261963
Load,2021-06-07T06:00:00+07:00,286,80441093444824
Load,2021-06-07T07:00:00+07:00,272,9390449523926
Load,2021-06-07T08:00:00+07:00,247,1743621826172
Load,2021-06-07T09:00:00+07:00,222,05912017822266
Load,2021-06-07T10:00:00+07:00,215,54896545410156
Load,2021-06-07T11:00:00+07:00,220,4722442626953
Load,2021-06-07T12:00:00+07:00,208,39417266845703
Load,2021-06-07T13:00:00+07:00,215,1754264831543
Load,2021-06-07T14:00:00+07:00,234,86290550231934
Load,2021-06-07T15:00:00+07:00,286,66643047332764
Load,2021-06-07T16:00:00+07:00,445,8112106323242
Load,2021-06-07T17:00:00+07:00,432,16138076782227
Load,2021-06-07T18:00:00+07:00,412,0914602279663
Load,2021-06-07T19:00:00+07:00,382,3382377922535
Load,2021-06-07T20:00:00+07:00,347,3398892879486
Load,2021-06-07T21:00:00+07:00,310,3404352962971
Load,2021-06-07T22:00:00+07:00,291,33801808953285
Load,2021-06-07T23:00:00+07:00,278,3382773399353
Load,2021-06-08T00:00:00+07:00,267,3380924165249
Load,2021-06-08T01:00:00+07:00,265,3378375470638
Load,2021-06-08T02:00:00+07:00,264,33664831519127
Load,2021-06-08T03:00:00+07:00,281,33740961551666
Load,2021-06-08T04:00:00+07:00,335,3486438989639
Load,2021-06-08T05:00:00+07:00,323,2495183944702
Load,2021-06-08T06:00:00+07:00,307,15742111206055
Load,2021-06-08T07:00:00+07:00,270,09018325805664
Load,2021-06-08T08:00:00+07:00,252,9826889038086
Load,2021-06-08T09:00:00+07:00,234,2432098388672
Load,2021-06-08T10:00:00+07:00,215,79268646240234
Load,2021-06-08T11:00:00+07:00,207,90230560302734
Load,2021-06-08T12:00:00+07:00,212,23925018310547
Load,2021-06-08T13:00:00+07:00,212,85726928710938
Load,2021-06-08T14:00:00+07:00,235,39949417114258
Load,2021-06-08T15:00:00+07:00,272,08708357810974
Load,2021-06-08T16:00:00+07:00,448,5868721008301
Load,2021-06-08T17:00:00+07:00,454,83398056030273
Load,2021-06-08T18:00:00+07:00,418,2378635406494
Load,2021-06-08T19:00:00+07:00,379,3484596312046
Load,2021-06-08T20:00:00+07:00,346,3482310473919
Load,2021-06-08T21:00:00+07:00,312,3482310473919
Load,2021-06-08T22:00:00+07:00,284,34668067097664
Load,2021-06-08T23:00:00+07:00,272,3446941077709
Load,2021-06-09T00:00:00+07:00,265,3443411588669
Load,2021-06-09T01:00:00+07:00,260,34432139992714
Load,2021-06-09T02:00:00+07:00,262,34427857398987
Load,2021-06-09T03:00:00+07:00,281,34334921836853
Load,2021-06-09T04:00:00+07:00,345,3565696179867
Load,2021-06-09T05:00:00+07:00,346,36442136764526
Load,2021-06-09T06:00:00+07:00,305,8936874270439
Load,2021-06-09T07:00:00+07:00,271,0374336242676
Load,2021-06-09T08:00:00+07:00,259,36328125
Load,2021-06-09T09:00:00+07:00,234,55182647705078
Load,2021-06-09T10:00:00+07:00,250,2228546142578
Load,2021-06-09T11:00:00+07:00,null
Load,2021-06-09T12:00:00+07:00,null
Load,2021-06-09T13:00:00+07:00,0,690590500831604
Load,2021-06-09T14:00:00+07:00,282,0612163543701
Load,2021-06-09T15:00:00+07:00,293,5508632659912
Load,2021-06-09T16:00:00+07:00,386,5643947124481
Load,2021-06-09T17:00:00+07:00,null
Load,2021-06-09T18:00:00+07:00,432,3585376739502
Load,2021-06-09T19:00:00+07:00,384,39372985064983
Load,2021-06-09T20:00:00+07:00,352,3945565968752
Load,2021-06-09T21:00:00+07:00,323,3931904286146
Load,2021-06-09T22:00:00+07:00,298,39151264727116
Load,2021-06-09T23:00:00+07:00,284,3904786556959
Load,2021-06-10T00:00:00+07:00,276,3917238265276
Load,2021-06-10T01:00:00+07:00,272,3927751034498
Load,2021-06-10T02:00:00+07:00,271,39344488084316
Load,2021-06-10T03:00:00+07:00,287,39186115562916
Load,2021-06-10T04:00:00+07:00,341,4053833633661
Load,2021-06-10T05:00:00+07:00,349,30236530303955
Load,2021-06-10T06:00:00+07:00,317,88207626342773
Load,2021-06-10T07:00:00+07:00,279,48016357421875
Load,2021-06-10T08:00:00+07:00,264,1626510620117
Load,2021-06-10T09:00:00+07:00,240,42198181152344
Load,2021-06-10T10:00:00+07:00,222,4836654663086
Load,2021-06-10T11:00:00+07:00,210,1548080444336
Load,2021-06-10T12:00:00+07:00,212,23180389404297
Load,2021-06-10T13:00:00+07:00,221,62242889404297
Load,2021-06-10T14:00:00+07:00,239,64659881591797
Load,2021-06-10T15:00:00+07:00,267,28938817977905
Load,2021-06-10T16:00:00+07:00,436,16614151000977
Load,2021-06-10T17:00:00+07:00,451,9270496368408
Load,2021-06-10T18:00:00+07:00,417,49854850769043
Load,2021-06-10T19:00:00+07:00,390,978853225708
Load,2021-06-10T20:00:00+07:00,367,3563224077225
Load,2021-06-10T21:00:00+07:00,345,3540712296963
Load,2021-06-10T22:00:00+07:00,null
Load,2021-06-10T23:00:00+07:00,null
Load,2021-06-11T00:00:00+07:00,null
Load,2021-06-11T01:00:00+07:00,null
Load,2021-06-11T02:00:00+07:00,null
Load,2021-06-11T03:00:00+07:00,null
Load,2021-06-11T04:00:00+07:00,null
Load,2021-06-11T05:00:00+07:00,null
Load,2021-06-11T06:00:00+07:00,null
Load,2021-06-11T07:00:00+07:00,288,02074432373047
Load,2021-06-11T08:00:00+07:00,248,21153393387794
Load,2021-06-11T09:00:00+07:00,250,6809310913086
Load,2021-06-11T10:00:00+07:00,237,18385314941406
Load,2021-06-11T11:00:00+07:00,222,8458251953125
Load,2021-06-11T12:00:00+07:00,216,48702239990234
Load,2021-06-11T13:00:00+07:00,229,71625518798828
Load,2021-06-11T14:00:00+07:00,240,50178337097168
Load,2021-06-11T15:00:00+07:00,274,3983381986618
Load,2021-06-11T16:00:00+07:00,429,7573127746582
Load,2021-06-11T17:00:00+07:00,453,68246269226074
Load,2021-06-11T18:00:00+07:00,-1,0163382589817047
Load,2021-06-11T19:00:00+07:00,389,3968105018139
Load,2021-06-11T20:00:00+07:00,null
Load,2021-06-11T21:00:00+07:00,null
Load,2021-06-11T22:00:00+07:00,null
Load,2021-06-11T23:00:00+07:00,null
Load,2021-06-12T00:00:00+07:00,null
Load,2021-06-12T01:00:00+07:00,null
Load,2021-06-12T02:00:00+07:00,null
Load,2021-06-12T03:00:00+07:00,null
Load,2021-06-12T04:00:00+07:00,null
Load,2021-06-12T05:00:00+07:00,0
Load,2021-06-12T06:00:00+07:00,null
Load,2021-06-12T07:00:00+07:00,null
Load,2021-06-12T08:00:00+07:00,null
Load,2021-06-12T09:00:00+07:00,null
Load,2021-06-12T10:00:00+07:00,null
Load,2021-06-12T11:00:00+07:00,null
Load,2021-06-12T12:00:00+07:00,null
Load,2021-06-12T13:00:00+07:00,null
Load,2021-06-12T14:00:00+07:00,null
Load,2021-06-12T15:00:00+07:00,null
Load,2021-06-12T16:00:00+07:00,null
Load,2021-06-12T17:00:00+07:00,null
Load,2021-06-12T18:00:00+07:00,null
Load,2021-06-12T19:00:00+07:00,null
Load,2021-06-12T20:00:00+07:00,null
Load,2021-06-12T21:00:00+07:00,null
Load,2021-06-12T22:00:00+07:00,null
Load,2021-06-12T23:00:00+07:00,null
Load,2021-06-13T00:00:00+07:00,null
Load,2021-06-13T01:00:00+07:00,null
Load,2021-06-13T02:00:00+07:00,null
Load,2021-06-13T03:00:00+07:00,null
Load,2021-06-13T04:00:00+07:00,null
Load,2021-06-13T05:00:00+07:00,null
Load,2021-06-13T06:00:00+07:00,304,96357345581055
Load,2021-06-13T07:00:00+07:00,266,69710540771484
Load,2021-06-13T08:00:00+07:00,264,63037109375
Load,2021-06-13T09:00:00+07:00,260,60284423828125
Load,2021-06-13T10:00:00+07:00,245,3427734375
Load,2021-06-13T11:00:00+07:00,226,70660895109177
Load,2021-06-13T12:00:00+07:00,235,11404418945312
Load,2021-06-13T13:00:00+07:00,236,59430694580078
Load,2021-06-13T14:00:00+07:00,256,29163360595703
Load,2021-06-13T15:00:00+07:00,295,2448401451111
Load,2021-06-13T16:00:00+07:00,457,542519569397
Load,2021-06-13T17:00:00+07:00,457,8858165740967
Load,2021-06-13T18:00:00+07:00,432,99975872039795
Load,2021-06-13T19:00:00+07:00,395,39159297943115
Load,2021-06-13T20:00:00+07:00,364,62387638539076
Load,2021-06-13T21:00:00+07:00,330,62344401329756
Load,2021-06-13T22:00:00+07:00,308,62481101602316
Load,2021-06-13T23:00:00+07:00,293,6263264641166
Load,2021-06-14T00:00:00+07:00,282,62612610310316
Load,2021-06-14T01:00:00+07:00,279,62649761885405
Load,2021-06-14T02:00:00+07:00,277,6266155168414
Load,2021-06-14T03:00:00+07:00,300,62810530513525
Load,2021-06-14T04:00:00+07:00,347,68746530264616
Load,2021-06-14T05:00:00+07:00,364,4203214645386
Load,2021-06-14T06:00:00+07:00,321,5400104522705
Load,2021-06-14T07:00:00+07:00,282,89856338500977
Load,2021-06-14T08:00:00+07:00,262,6618118286133
Load,2021-06-14T09:00:00+07:00,238,0951156616211
Load,2021-06-14T10:00:00+07:00,238,93429565429688
Load,2021-06-14T11:00:00+07:00,229,2366485595703
Load,2021-06-14T12:00:00+07:00,222,95654296875
Load,2021-06-14T13:00:00+07:00,231,1334228515625
Load,2021-06-14T14:00:00+07:00,252,2219638824463
Load,2021-06-14T15:00:00+07:00,295,5226511955261
Load,2021-06-14T16:00:00+07:00,462,8158321380615
Load,2021-06-14T17:00:00+07:00,471,7184257507324
Load,2021-06-14T18:00:00+07:00,435,2108211517334
Load,2021-06-14T19:00:00+07:00,431,9815607070923
Load,2021-06-14T20:00:00+07:00,382,09924760460854
Load,2021-06-14T21:00:00+07:00,null
Load,2021-06-14T22:00:00+07:00,325,2458696961403
Load,2021-06-14T23:00:00+07:00,305,3024241030216
Load,2021-06-15T00:00:00+07:00,289,30683079361916
Load,2021-06-15T01:00:00+07:00,283,30784246325493
Load,2021-06-15T02:00:00+07:00,286,308740824461
Load,2021-06-15T03:00:00+07:00,307,308740824461
Load,2021-06-15T04:00:00+07:00,336,3148193657398
Load,2021-06-15T05:00:00+07:00,341,678262591362
Load,2021-06-15T06:00:00+07:00,343,0202939212322
Load,2021-06-15T07:00:00+07:00,305,96896743774414
Load,2021-06-15T08:00:00+07:00,null
Load,2021-06-15T09:00:00+07:00,null
Load,2021-06-15T10:00:00+07:00,null
Load,2021-06-15T11:00:00+07:00,null
Load,2021-06-15T12:00:00+07:00,null
Load,2021-06-15T13:00:00+07:00,null
Load,2021-06-15T14:00:00+07:00,null
Load,2021-06-15T15:00:00+07:00,null
Load,2021-06-15T16:00:00+07:00,null
Load,2021-06-15T17:00:00+07:00,null
Load,2021-06-15T18:00:00+07:00,null
Load,2021-06-15T19:00:00+07:00,null
Load,2021-06-15T20:00:00+07:00,null
Load,2021-06-15T21:00:00+07:00,null
Load,2021-06-15T22:00:00+07:00,null
Load,2021-06-15T23:00:00+07:00,null
Load,2021-06-16T00:00:00+07:00,null
Load,2021-06-16T01:00:00+07:00,null
Load,2021-06-16T02:00:00+07:00,null
Load,2021-06-16T03:00:00+07:00,null
Load,2021-06-16T04:00:00+07:00,null
Load,2021-06-16T05:00:00+07:00,null
Load,2021-06-16T06:00:00+07:00,null
Load,2021-06-16T07:00:00+07:00,308,0009574890137
Load,2021-06-16T08:00:00+07:00,270,51841735839844
Load,2021-06-16T09:00:00+07:00,229,35150146484375
Load,2021-06-16T10:00:00+07:00,234,80174255371094
Load,2021-06-16T11:00:00+07:00,212,48533630371094
Load,2021-06-16T12:00:00+07:00,209,06033325195312
Load,2021-06-16T13:00:00+07:00,211,47040557861328
Load,2021-06-16T14:00:00+07:00,230,98481559753418
Load,2021-06-16T15:00:00+07:00,288,63000869750977
Load,2021-06-16T16:00:00+07:00,469,2785768508911
Load,2021-06-16T17:00:00+07:00,463,8368396759033
Load,2021-06-16T18:00:00+07:00,434,6194953918457
Load,2021-06-16T19:00:00+07:00,407,320715457201
Load,2021-06-16T20:00:00+07:00,370,32188802957535
Load,2021-06-16T21:00:00+07:00,325,32113298773766
Load,2021-06-16T22:00:00+07:00,305,32259088754654
Load,2021-06-16T23:00:00+07:00,294,3233394920826
Load,2021-06-17T00:00:00+07:00,285,3225746154785
Load,2021-06-17T01:00:00+07:00,280,3245166838169
Load,2021-06-17T02:00:00+07:00,280,3213308751583
Load,2021-06-17T03:00:00+07:00,308,3229286670685
Load,2021-06-17T04:00:00+07:00,357,334312081337
Load,2021-06-17T05:00:00+07:00,360,99435091018677
Load,2021-06-17T06:00:00+07:00,338,1765384674072
Load,2021-06-17T07:00:00+07:00,303,02934646606445
Load,2021-06-17T08:00:00+07:00,257,3717041015625
Load,2021-06-17T09:00:00+07:00,232,99243927001953
Load,2021-06-17T10:00:00+07:00,214,87054443359375
Load,2021-06-17T11:00:00+07:00,210,24020385742188
Load,2021-06-17T12:00:00+07:00,214,74683380126953
Load,2021-06-17T13:00:00+07:00,224,26410675048828
Load,2021-06-17T14:00:00+07:00,243,87725448608398
Load,2021-06-17T15:00:00+07:00,294,5384920835495
Load,2021-06-17T16:00:00+07:00,447,71796703338623
Load,2021-06-17T17:00:00+07:00,476,17367935180664
Load,2021-06-17T18:00:00+07:00,435,105916261673
Load,2021-06-17T19:00:00+07:00,388,3232952058315
Load,2021-06-17T20:00:00+07:00,363,3232952058315
Load,2021-06-17T21:00:00+07:00,329,32241904735565
Load,2021-06-17T22:00:00+07:00,301,3233278989792
Load,2021-06-17T23:00:00+07:00,286,3219717144966
Load,2021-06-18T00:00:00+07:00,279,3226861655712
Load,2021-06-18T01:00:00+07:00,277,32224094867706
Load,2021-06-18T02:00:00+07:00,278,31907346844673
Load,2021-06-18T03:00:00+07:00,293,31940138339996
Load,2021-06-18T04:00:00+07:00,341,33525785803795
Load,2021-06-18T05:00:00+07:00,379,0523371696472
Load,2021-06-18T06:00:00+07:00,329,01150703430176
Load,2021-06-18T07:00:00+07:00,298,61449813842773
Load,2021-06-18T08:00:00+07:00,272,48912048339844
Load,2021-06-18T09:00:00+07:00,242,8584213256836
Load,2021-06-18T10:00:00+07:00,231,8345489501953
Load,2021-06-18T11:00:00+07:00,215,38262939453125
Load,2021-06-18T12:00:00+07:00,236,51001739501953
Load,2021-06-18T13:00:00+07:00,244,34656524658203
Load,2021-06-18T14:00:00+07:00,271,13537216186523
Load,2021-06-18T15:00:00+07:00,321,4039373397827
Load,2021-06-18T16:00:00+07:00,472,4576469361782
Load,2021-06-18T17:00:00+07:00,481,3351249694824
Load,2021-06-18T18:00:00+07:00,435,7896776199341
Load,2021-06-18T19:00:00+07:00,394,16251963377
Load,2021-06-18T20:00:00+07:00,360,16616427898407
Load,2021-06-18T21:00:00+07:00,330,1685585677624
Load,2021-06-18T22:00:00+07:00,301,1687800884247
Load,2021-06-18T23:00:00+07:00,288,1674510836601
Load,2021-06-19T00:00:00+07:00,281,168109446764
Load,2021-06-19T01:00:00+07:00,277,16846987605095
Load,2021-06-19T02:00:00+07:00,276,16898795962334
Load,2021-06-19T03:00:00+07:00,304,16916128993034
Load,2021-06-19T04:00:00+07:00,343,1828737258911
Load,2021-06-19T05:00:00+07:00,358,49739837646484
Load,2021-06-19T06:00:00+07:00,341,68266105651855
Load,2021-06-19T07:00:00+07:00,301,2783451080322
Load,2021-06-19T08:00:00+07:00,262,32442474365234
Load,2021-06-19T09:00:00+07:00,246,21135711669922
Load,2021-06-19T10:00:00+07:00,240,889404296875
Load,2021-06-19T11:00:00+07:00,235,706787109375
Load,2021-06-19T12:00:00+07:00,242,76563262939453
Load,2021-06-19T13:00:00+07:00,241,72741317749023
Load,2021-06-19T14:00:00+07:00,277,4726791381836
Load,2021-06-19T15:00:00+07:00,325,2867660522461
Load,2021-06-19T16:00:00+07:00,466,0566487312317
Load,2021-06-19T17:00:00+07:00,465,9377384185791
Load,2021-06-19T18:00:00+07:00,440,62317168712616
Load,2021-06-19T19:00:00+07:00,405,12144219875336
Load,2021-06-19T20:00:00+07:00,367,12056118249893
Load,2021-06-19T21:00:00+07:00,330,117554217577
Load,2021-06-19T22:00:00+07:00,304,1169967055321
Load,2021-06-19T23:00:00+07:00,290,1161852180958
Load,2021-06-20T00:00:00+07:00,286,1154464483261
Load,2021-06-20T01:00:00+07:00,278,11456006765366
Load,2021-06-20T02:00:00+07:00,282,1158069372177
Load,2021-06-20T03:00:00+07:00,301,1153888106346
Load,2021-06-20T04:00:00+07:00,334,1265926659107
Load,2021-06-20T05:00:00+07:00,350,2128486633301
Load,2021-06-20T06:00:00+07:00,291,6203842163086
Load,2021-06-20T07:00:00+07:00,264,0872573852539
Load,2021-06-20T08:00:00+07:00,280,34466552734375
Load,2021-06-20T09:00:00+07:00,270,76898193359375
Load,2021-06-20T10:00:00+07:00,241,62920379638672
Load,2021-06-20T11:00:00+07:00,235,6196852326393
Load,2021-06-20T12:00:00+07:00,234,41048431396484
Load,2021-06-20T13:00:00+07:00,258,26993560791016
Load,2021-06-20T14:00:00+07:00,284,5877227783203
Load,2021-06-20T15:00:00+07:00,317,79725074768066
Load,2021-06-20T16:00:00+07:00,457,3864526748657
Load,2021-06-20T17:00:00+07:00,459,840295791626
Load,2021-06-20T18:00:00+07:00,425,7822494506836
Load,2021-06-20T19:00:00+07:00,391,1352323293686
Load,2021-06-20T20:00:00+07:00,349,1352323293686
Load,2021-06-20T21:00:00+07:00,318,1355435848236
Load,2021-06-20T22:00:00+07:00,289,1381925046444
Load,2021-06-20T23:00:00+07:00,278,137929469347
Load,2021-06-21T00:00:00+07:00,269,1381370127201
Load,2021-06-21T01:00:00+07:00,262,13626354932785
Load,2021-06-21T02:00:00+07:00,265,1382090449333
Load,2021-06-21T03:00:00+07:00,282,1370990872383
Load,2021-06-21T04:00:00+07:00,317,1500191092491
Load,2021-06-21T05:00:00+07:00,368,4649968147278
Load,2021-06-21T06:00:00+07:00,340,6352653503418
Load,2021-06-21T07:00:00+07:00,301,98232650756836
Load,2021-06-21T08:00:00+07:00,241,68346405029297
Load,2021-06-21T09:00:00+07:00,223,3908233642578
Load,2021-06-21T10:00:00+07:00,202,35347747802734
Load,2021-06-21T11:00:00+07:00,193,2577667236328
Load,2021-06-21T12:00:00+07:00,196,97081756591797
Load,2021-06-21T13:00:00+07:00,207,0753631591797
Load,2021-06-21T14:00:00+07:00,280,72817611694336
Load,2021-06-21T15:00:00+07:00,325,70771920681
Load,2021-06-21T16:00:00+07:00,472,63718032836914
Load,2021-06-21T17:00:00+07:00,467,8856887817383
Load,2021-06-21T18:00:00+07:00,444,1403298377991
Load,2021-06-21T19:00:00+07:00,403,3546158373356
Load,2021-06-21T20:00:00+07:00,370,3533873260021
Load,2021-06-21T21:00:00+07:00,325,3506606221199
Load,2021-06-21T22:00:00+07:00,302,3499935865402
Load,2021-06-21T23:00:00+07:00,287,3495188355446
Load,2021-06-22T00:00:00+07:00,279,34734404087067
Load,2021-06-22T01:00:00+07:00,272,34879156947136
Load,2021-06-22T02:00:00+07:00,276,3486779630184
Load,2021-06-22T03:00:00+07:00,301,3500303328037
Load,2021-06-22T04:00:00+07:00,348,36429834365845
Load,2021-06-22T05:00:00+07:00,375,82652759552
Load,2021-06-22T06:00:00+07:00,362,8722629547119
Load,2021-06-22T07:00:00+07:00,317,59504318237305
Load,2021-06-22T08:00:00+07:00,279,97364807128906
Load,2021-06-22T09:00:00+07:00,255,93882751464844
Load,2021-06-22T10:00:00+07:00,251,22222900390625
Load,2021-06-22T11:00:00+07:00,244,43359375
Load,2021-06-22T12:00:00+07:00,243,59807205200195
Load,2021-06-22T13:00:00+07:00,246,76221466064453
Load,2021-06-22T14:00:00+07:00,285,0721855163574
Load,2021-06-22T15:00:00+07:00,330,5990524291992
Load,2021-06-22T16:00:00+07:00,467,77439880371094
Load,2021-06-22T17:00:00+07:00,477,6512222290039
Load,2021-06-22T18:00:00+07:00,427,89672088623047
Load,2021-06-22T19:00:00+07:00,405,144106566906
Load,2021-06-22T20:00:00+07:00,374,144046574831
Load,2021-06-22T21:00:00+07:00,327,1446928679943
Load,2021-06-22T22:00:00+07:00,301,1426894068718
Load,2021-06-22T23:00:00+07:00,291,1418190598488
Load,2021-06-23T00:00:00+07:00,285,14230301976204
Load,2021-06-23T01:00:00+07:00,278,1416298151016
Load,2021-06-23T02:00:00+07:00,284,1416298151016
Load,2021-06-23T03:00:00+07:00,300,1416298151016
Load,2021-06-23T04:00:00+07:00,348,1458683013916
Load,2021-06-23T05:00:00+07:00,379,8720693588257
Load,2021-06-23T06:00:00+07:00,348,05698013305664
Load,2021-06-23T07:00:00+07:00,301,6900939941406
Load,2021-06-23T08:00:00+07:00,292,14847564697266
Load,2021-06-23T09:00:00+07:00,246,89859771728516
Load,2021-06-23T10:00:00+07:00,221,5229949951172
Load,2021-06-23T11:00:00+07:00,221,50167846679688
Load,2021-06-23T12:00:00+07:00,210,07989501953125
Load,2021-06-23T13:00:00+07:00,226,7815170288086
Load,2021-06-23T14:00:00+07:00,261,6151542663574
Load,2021-06-23T15:00:00+07:00,305,86715507507324
Load,2021-06-23T16:00:00+07:00,469,2580032348633
Load,2021-06-23T17:00:00+07:00,468,80478286743164
Load,2021-06-23T18:00:00+07:00,411,4110648036003
Load,2021-06-23T19:00:00+07:00,351,33369529247284
Load,2021-06-23T20:00:00+07:00,369,3440001308918
Load,2021-06-23T21:00:00+07:00,334,3388305604458
Load,2021-06-23T22:00:00+07:00,309,33807879686356
Load,2021-06-23T23:00:00+07:00,295,33868634700775
Load,2021-06-24T00:00:00+07:00,291,339210242033
Load,2021-06-24T01:00:00+07:00,282,33817332983017
Load,2021-06-24T02:00:00+07:00,286,33825436234474
Load,2021-06-24T03:00:00+07:00,301,3390856683254
Load,2021-06-24T04:00:00+07:00,342,35084170103073
Load,2021-06-24T05:00:00+07:00,360,3517723083496
Load,2021-06-24T06:00:00+07:00,350,106502532959
Load,2021-06-24T07:00:00+07:00,319,2903022766113
Load,2021-06-24T08:00:00+07:00,279,93341064453125
Load,2021-06-24T09:00:00+07:00,262,318359375
Load,2021-06-24T10:00:00+07:00,241,95719146728516
Load,2021-06-24T11:00:00+07:00,228,9786834716797
Load,2021-06-24T12:00:00+07:00,228,50462341308594
Load,2021-06-24T13:00:00+07:00,257,11820220947266
Load,2021-06-24T14:00:00+07:00,259,6775360107422
Load,2021-06-24T15:00:00+07:00,null
Load,2021-06-24T16:00:00+07:00,null
Load,2021-06-24T17:00:00+07:00,null
Load,2021-06-24T18:00:00+07:00,null
Load,2021-06-24T19:00:00+07:00,null
Load,2021-06-24T20:00:00+07:00,null
Load,2021-06-24T21:00:00+07:00,null
Load,2021-06-24T22:00:00+07:00,null
Load,2021-06-24T23:00:00+07:00,null
Load,2021-06-25T00:00:00+07:00,null
Load,2021-06-25T01:00:00+07:00,null
Load,2021-06-25T02:00:00+07:00,null
Load,2021-06-25T03:00:00+07:00,null
Load,2021-06-25T04:00:00+07:00,null
Load,2021-06-25T05:00:00+07:00,null
Load,2021-06-25T06:00:00+07:00,null
Load,2021-06-25T07:00:00+07:00,null
Load,2021-06-25T08:00:00+07:00,245,11334991455078
Load,2021-06-25T09:00:00+07:00,211,74382781982422
Load,2021-06-25T10:00:00+07:00,240,1049575805664
Load,2021-06-25T11:00:00+07:00,null
Load,2021-06-25T12:00:00+07:00,null
Load,2021-06-25T13:00:00+07:00,null
Load,2021-06-25T14:00:00+07:00,null
Load,2021-06-25T15:00:00+07:00,303,7407908439636
Load,2021-06-25T16:00:00+07:00,405,7343111038208
Load,2021-06-25T17:00:00+07:00,408,11526679992676
Load,2021-06-25T18:00:00+07:00,368,0280100107193
Load,2021-06-25T19:00:00+07:00,359,154656291008
Load,2021-06-25T20:00:00+07:00,null
Load,2021-06-25T21:00:00+07:00,null
Load,2021-06-25T22:00:00+07:00,null
